8.257212408104355750e-02,6.764642260929171202e-02,4.493904665079355432e-02,3.196596259987584399e-02,2.437064422429659552e-02,1.939447529229083519e-02,1.588101311521976713e-02,1.330004994945824075e-02,1.136354461634536336e-02,9.894017100866821582e-03,8.772548979801347499e-03,7.914381865328957641e-03,7.256172495927048528e-03,6.749042889327014176e-03,6.354433161651726336e-03,6.041693669081285058e-03,5.786537909981455223e-03,5.569931746449201249e-03,5.377227058849242368e-03,5.197440823353012725e-03,5.022628661129532532e-03,4.847329946983274830e-03,4.668076132782391155e-03,4.482959801891202647e-03,4.291263106940045383e-03,4.093143358185525119e-03,3.889372157373944920e-03,3.681123331770466689e-03,3.469804249474617557e-03,3.256924877517886931e-03,3.043999068002679366e-03,2.832472899154950090e-03,2.623675354301161552e-03,2.418787121362766558e-03,2.218823796043900912e-03,2.024630251279677107e-03,1.836883383423360211e-03,1.656100857367366532e-03,1.482653845154119441e-03,1.316782081731393203e-03,1.158609840915944414e-03,1.008161653480563972e-03,8.653767215265909191e-04,7.301209948836190735e-04,6.021955150474205421e-04,4.813392298849065282e-04,3.672185885189962248e-04,2.594079821118797416e-04,1.572172397412898858e-04,5.990118403674548654e-05,-3.720672978726165064e-05,-1.306205384700715572e-04,-2.182181523245713085e-04,-2.998695064705358916e-04,-3.779723686417566799e-04,-4.549444499256219735e-04,-5.328300490917634025e-04,-6.137575414102312485e-04,-7.003361261952022621e-04,-7.959371605080090440e-04,-9.049514767916963780e-04,-1.033088043676612822e-03,-1.187753523881003408e-03,-1.378545280047969524e-03,-1.617896222301968244e-03,-1.921926403716518348e-03,-2.311588489796749003e-03,-2.814257345987870428e-03,-3.466042591068096718e-03,-4.315373896633199931e-03,-5.428995548611317661e-03,-6.902814369750998220e-03,-8.883058995078425141e-03,-1.161047806179144395e-02,-1.551880137570081641e-02,-2.147764134647450057e-02,-3.133844309391384253e-02,-5.024911946756036724e-02,-9.886996369606906865e-02,-1.798012622190731102e-01
1.447340912293020310e-01,1.390025534619530045e-01,1.076394750894871660e-01,8.397028488448224359e-02,6.756112276773347525e-02,5.587572383979273749e-02,4.728667489393756362e-02,4.084501364934729761e-02,3.596113071336541622e-02,3.224231709218746550e-02,2.940988439566598334e-02,2.725510650279627106e-02,2.561517554927292620e-02,2.436038699256565243e-02,2.338576093675400272e-02,2.260670526479779952e-02,2.195596073552179284e-02,2.138110616389627891e-02,2.084239344711699693e-02,2.031078364943775943e-02,1.976613358498904155e-02,1.919553211966485567e-02,1.859180335587143351e-02,1.795219212353253713e-02,1.727723759482174132e-02,1.656983045808491095e-02,1.583444107890395747e-02,1.507650122645411844e-02,1.430191987644365871e-02,1.351671353691568864e-02,1.272673269549363939e-02,1.193746774067397723e-02,1.115391965610792492e-02,1.038052269293752300e-02,9.621107983612844222e-03,8.878898638352505923e-03,8.156528265868297559e-03,7.456076097880149148e-03,6.779112984833451233e-03,6.126753472321349973e-03,5.499709956940408186e-03,4.898345536048943211e-03,4.322722555506595780e-03,3.772643960150637386e-03,3.247683913052861956e-03,2.747203516119717422e-03,2.270337880765031097e-03,1.815961696670976167e-03,1.382440493514512213e-03,9.678643925363790814e-04,5.662258129534543990e-04,1.794672544593393904e-04,-1.938672747673224122e-04,-5.539778612431075231e-04,-9.008921361072725134e-04,-1.241878998441782889e-03,-1.583374812184663947e-03,-1.932286308691294171e-03,-2.297254468476154880e-03,-2.689545868403452663e-03,-3.123908233129819162e-03,-3.619597479254318961e-03,-4.201701542354976428e-03,-4.902873475737035136e-03,-5.765613232815858767e-03,-6.845297377630695131e-03,-8.214264376446157867e-03,-9.967464310466576591e-03,-1.223057359904438507e-02,-1.517227046630950302e-02,-1.902403695800678265e-02,-2.411448018936162077e-02,-3.093328609343706098e-02,-4.025919971623931337e-02,-5.343473029164630406e-02,-7.298229761205804467e-02,-1.041487620761203242e-01,-1.613188617238401901e-01,-2.813827232572437831e-01,-4.121766636697032915e-01
1.016196120642741119e-01,1.294364739611852111e-01,1.216834455020132238e-01,1.063171662041511034e-01,9.192142952672135991e-02,8.023357222923817311e-02,7.110078981532755305e-02,6.406147674358315947e-02,5.868511985796762837e-02,5.461865250796441723e-02,5.157467160525316258e-02,4.931479504332716285e-02,4.763916378702068299e-02,4.638168307297389770e-02,4.540395177505936186e-02,4.459400983264644180e-02,4.386391348577541038e-02,4.314697339761277423e-02,4.239493564518301283e-02,4.157512963773615788e-02,4.066767708285803917e-02,3.966287720524770688e-02,3.855885744011126881e-02,3.735953853847722578e-02,3.607292643577698910e-02,3.470971685473437512e-02,3.328218295959733952e-02,3.180330938898140447e-02,3.028613491908585531e-02,2.874326836354841597e-02,2.718654625110874384e-02,2.562680515660178265e-02,2.407374565788931997e-02,2.253586848852114077e-02,2.102046650952841406e-02,1.953365869344727418e-02,1.808045448885892831e-02,1.666483879426328141e-02,1.528986937038346455e-02,1.395777988649482895e-02,1.267008293059743856e-02,1.142766819611196367e-02,1.023089164392578486e-02,9.079651685397600869e-03,7.973448086213807962e-03,6.911419033029716358e-03,5.892347261980027985e-03,4.914639471959421357e-03,3.976226093070630435e-03,3.074566493964070966e-03,2.206869211258330032e-03,1.369602832683045491e-03,5.573689747164637179e-04,-2.349426982566288151e-04,-1.011383101857245108e-03,-1.778288778347361654e-03,-2.543964299744015320e-03,-3.319684371684989040e-03,-4.120639697434816222e-03,-4.967026011059419259e-03,-5.885459312319383032e-03,-6.910852584599043100e-03,-8.088898347306403003e-03,-9.479345806350372022e-03,-1.116033594380952398e-02,-1.323417472403485250e-02,-1.583511530525845423e-02,-1.914005066145650982e-02,-2.338362422104127425e-02,-2.888043249759673914e-02,-3.605932840845890719e-02,-4.551967402967480036e-02,-5.812979643218139925e-02,-7.521172537625032961e-02,-9.890839120857294886e-02,-1.329487549219364739e-01,-1.849246539317757065e-01,-2.735693356749944738e-01,-4.192092835265847639e-01,-4.865131082164508847e-01
6.396836873598947537e-02,1.016474418568854843e-01,1.080047814924292304e-01,1.032204530765236383e-01,9.571106534592520310e-02,8.853893861213366079e-02,8.257933864289801473e-02,7.794559750433793788e-02,7.450718930861155442e-02,7.206225278970315729e-02,7.039616165264825365e-02,6.930270675341018705e-02,6.859478925726322784e-02,6.811113979746907798e-02,6.771707332175648519e-02,6.730646023252197241e-02,6.680013841517898343e-02,6.614295329950480029e-02,6.530039360429749917e-02,6.425497578183179959e-02,6.300267492801576996e-02,6.154964159702754067e-02,5.990934105789966213e-02,5.810016407429915986e-02,5.614349868643949554e-02,5.406221864559331014e-02,5.187952974221086977e-02,4.961811342781388690e-02,4.729951213705671509e-02,4.494370851380091736e-02,4.256885887021853027e-02,4.019114843432899931e-02,3.782474186103523817e-02,3.548180714294824067e-02,3.317259470331340721e-02,3.090555636184966204e-02,2.868749126648495462e-02,2.652370793683127281e-02,2.441819335395228885e-02,2.237378158426905905e-02,2.039231573365266406e-02,1.847479805881643150e-02,1.662152377382903473e-02,1.483219445363866476e-02,1.310600690796875564e-02,1.144171341257204169e-02,9.837648428371949944e-03,8.291722808526167526e-03,6.801383182934206233e-03,5.363564616420814918e-03,3.974882432987351596e-03,2.630979722849338849e-03,1.327700213424579025e-03,5.388426002705446849e-05,-1.207233670903007892e-03,-2.458568960001959822e-03,-3.708827206444320450e-03,-4.972870646934942143e-03,-6.271824735451512686e-03,-7.634181416053668380e-03,-9.097723314420786550e-03,-1.071223889965040865e-02,-1.254316421256016639e-02,-1.467640900366875070e-02,-1.722475054216067100e-02,-2.033634496595460028e-02,-2.420615623201546884e-02,-2.909150660957438017e-02,-3.533364427086458509e-02,-4.338847122997029071e-02,-5.387192900749651625e-02,-6.763016853888342839e-02,-8.585420825254333477e-02,-1.102788588746874687e-01,-1.435447910401201344e-01,-1.899905587814570973e-01,-2.582363980147583948e-01,-3.653565695722648110e-01,-5.084220275966166991e-01,-5.178693962069029766e-01
3.980940481025772165e-02,7.515485512968922421e-02,8.797807328909251767e-02,9.078300520512665173e-02,8.994088021395038601e-02,8.824583312151618175e-02,8.677931535175659183e-02,8.588737431389784072e-02,8.560556894297866037e-02,8.583544405016287071e-02,8.642363525056040441e-02,8.720202058528381261e-02,8.801080863162723256e-02,8.871178269713850262e-02,8.919422896610446072e-02,8.937905744351545834e-02,8.921532156107142564e-02,8.867687004644159154e-02,8.775810515255502708e-02,8.646945309861961415e-02,8.483308054455664104e-02,8.287915448979772670e-02,8.064275896630121454e-02,7.816146323993926337e-02,7.547347186830116739e-02,7.261626158522377361e-02,6.962560888418971305e-02,6.653492353583957686e-02,6.337481894864227527e-02,6.017286550231132347e-02,5.695348556622326780e-02,5.373795834194568244e-02,5.054450931221089738e-02,4.738846365004592553e-02,4.428244616292233149e-02,4.123661279133970792e-02,3.825890072999198893e-02,3.535528609797856936e-02,3.253003982569305230e-02,2.978597403800757604e-02,2.712467263801197903e-02,2.454670095719330147e-02,2.205179016330714031e-02,1.963899255792537352e-02,1.730680395525286547e-02,1.505324929160609115e-02,1.287592755742678757e-02,1.077201339265424981e-02,8.738218283616335999e-03,6.770735026709336080e-03,4.865189058451509924e-03,3.016195860068368248e-03,1.216619177389628541e-03,-5.536705694260845483e-04,-2.302540261967656390e-03,-4.037675854160210562e-03,-5.772051906449757533e-03,-7.524897476792170858e-03,-9.322810776817926776e-03,-1.120157513210835558e-02,-1.320877103005090036e-02,-1.540732179509057137e-02,-1.788021074888586359e-02,-2.073672279127759116e-02,-2.412070653767661374e-02,-2.822154689104427322e-02,-3.328881429985524470e-02,-3.965196924392107303e-02,-4.774714626440466902e-02,-5.815411040637870344e-02,-7.164835644307068763e-02,-8.927685765671442009e-02,-1.124730063119815243e-01,-1.432398133949989161e-01,-1.844724670896655816e-01,-2.407781503214194430e-01,-3.208486011528171034e-01,-4.370381546016915975e-01,-5.665342300242021123e-01,-5.299840508650697224e-01
2.492219480541061488e-02,5.427347828470278912e-02,6.957981450965206038e-02,7.738875595625309411e-02,8.189474552615949587e-02,8.520915618765455279e-02,8.824806180600333616e-02,9.134334976581229282e-02,9.455047314897194188e-02,9.779309515842818379e-02,1.009370548989571292e-01,1.038331439265919864e-01,1.063432984133401427e-01,1.083551708233994326e-01,1.097898022562427273e-01,1.106038744667616480e-01,1.107838735299418453e-01,1.103413415713795642e-01,1.093071301587952154e-01,1.077257166965227275e-01,1.056502177822341015e-01,1.031383450506752203e-01,1.002493142464217502e-01,9.704159458825173390e-02,9.357133839966044753e-02,8.989133107066861472e-02,8.605032523354319562e-02,8.209265432589235578e-02,7.805805001871915505e-02,7.398161109833850668e-02,6.989388751420584633e-02,6.582105345076252889e-02,6.178514912158288019e-02,5.780437416462086420e-02,5.389341733618625147e-02,5.006380852279029847e-02,4.632428038956509786e-02,4.268112844555085883e-02,3.913855992608271384e-02,3.569902356594936710e-02,3.236351391928665722e-02,2.913184522607935312e-02,2.600289079779824486e-02,2.297478438524969829e-02,2.004507996626111663e-02,1.721086590571894309e-02,1.446882741818090665e-02,1.181524902989365688e-02,9.245982469283358512e-03,6.756433328281963302e-03,4.340931051446090573e-03,1.990480874138281057e-03,-3.131950625269271571e-04,-2.579545609529739977e-03,-4.811350547939850439e-03,-7.022617347757690795e-03,-9.231336923283295012e-03,-1.146113951237025773e-02,-1.374356120396917971e-02,-1.612065705007777183e-02,-1.864830048992298719e-02,-2.140048879730201137e-02,-2.447500392550723547e-02,-2.800087366433597069e-02,-3.214822717563556309e-02,-3.714134589450742568e-02,-4.327599092268205605e-02,-5.094246677742120255e-02,-6.065640042694744882e-02,-7.309995521514822681e-02,-8.917735832696520315e-02,-1.100907133433151330e-01,-1.374462173278494515e-01,-1.734118939055283581e-01,-2.210145020989240650e-01,-2.849792266979051525e-01,-3.733932237279816713e-01,-4.926993279254719416e-01,-6.046436472708041077e-01,-5.304713133240539502e-01
1.575132351946926385e-02,3.914176594857989716e-02,5.497152354964360971e-02,6.601083712376350221e-02,7.462728738117074823e-02,8.218166978356057639e-02,8.929071227402612942e-02,9.615377597821214706e-02,1.027574672615112206e-01,1.089864359382944209e-01,1.146866183454486043e-01,1.197045366190461202e-01,1.239115270057244145e-01,1.272176954409779681e-01,1.295767890183305571e-01,1.309829679492897359e-01,1.314635382830860733e-01,1.310711870217762809e-01,1.298760530296052540e-01,1.279586817305243818e-01,1.254043645365500170e-01,1.222989354607261075e-01,1.187258545216923339e-01,1.147643090290807744e-01,1.104880584856626491e-01,1.059647919727275955e-01,1.012558261245620206e-01,9.641602771170609820e-02,9.149388852762169178e-02,8.653170983473473798e-02,8.156587101588948230e-02,7.662716568496918956e-02,7.174119172954407375e-02,6.692878229647078459e-02,6.220646441814389749e-02,5.758693184741082993e-02,5.307951915847709812e-02,4.869066532585313023e-02,4.442435664740407297e-02,4.028254077873602568e-02,3.626550553430125945e-02,3.237221775480067509e-02,2.860061874090224707e-02,2.494787334835088868e-02,2.141056978447982567e-02,1.798486532765746632e-02,1.466656565485551303e-02,1.145114112194938957e-02,8.333803155314758321e-03,5.309142127007764750e-03,2.366615622282281124e-03,-5.118717733607340732e-04,-3.336277515784760294e-03,-6.106012735055663110e-03,-8.832533940112328313e-03,-1.153177803128849037e-02,-1.422414879082364685e-02,-1.693630869670195022e-02,-1.970356729481255453e-02,-2.257284944551829486e-02,-2.560648033598696138e-02,-2.888709894117128321e-02,-3.252408947684430618e-02,-3.666203753857254916e-02,-4.149188351439597050e-02,-4.726566742223852619e-02,-5.431604134330596939e-02,-6.308206409768765677e-02,-7.414316538103429832e-02,-8.826353238677474289e-02,-1.064495264162628185e-01,-1.300233063502406472e-01,-1.607179974141266510e-01,-2.008150390175011402e-01,-2.534377336399822878e-01,-3.233378868072391832e-01,-4.174552371904926562e-01,-5.359591098276257348e-01,-6.288495323654083036e-01,-5.234657887687972355e-01
1.013037005622314732e-02,2.875940648401369842e-02,4.429539274431386342e-02,5.741225146076057995e-02,6.915572710601111672e-02,8.021252571027487344e-02,9.086568453503252041e-02,1.011303426930710569e-01,1.108764805247287044e-01,1.199108127886178987e-01,1.280306616006969822e-01,1.350584814042069537e-01,1.408648598748979408e-01,1.453777146755343141e-01,1.485810475585485624e-01,1.505070146670139941e-01,1.512248939164699268e-01,1.508294775233657570e-01,1.494305711205154152e-01,1.471445203834448323e-01,1.440880001464284743e-01,1.403738484286639610e-01,1.361085157040229365e-01,1.313906643829253484e-01,1.263105186773082478e-01,1.209496688208675230e-01,1.153811361608136077e-01,1.096695872606495564e-01,1.038716405334246667e-01,9.803624089881704529e-02,9.220509270941824875e-02,8.641314522199172732e-02,8.068912350837637026e-02,7.505609456378459221e-02,6.953205559716763018e-02,6.413053002659632740e-02,5.886115673155528638e-02,5.373025938749219355e-02,4.874138480171806564e-02,4.389580163690700448e-02,3.919295336059314822e-02,3.463086139102435068e-02,3.020647598636785197e-02,2.591597336601764168e-02,2.175499765905871893e-02,1.771884021507541193e-02,1.380254388983718009e-02,1.000105730783004687e-02,6.309346223962909381e-03,2.717616810781591126e-03,-7.947859157819253369e-04,-4.235953603530996647e-03,-7.605426579069918952e-03,-1.091172285431080829e-02,-1.416734483650255658e-02,-1.738866668122035497e-02,-2.059700959131216536e-02,-2.382047750785317927e-02,-2.709642787706637718e-02,-3.047466209646319119e-02,-3.402155024689992868e-02,-3.782539943084578526e-02,-4.200347946463769966e-02,-4.671125870854178630e-02,-5.215459091938107195e-02,-5.860583959140275301e-02,-6.642522606400791396e-02,-7.608900905167231832e-02,-8.822635198671845147e-02,-1.036667237152858884e-01,-1.234991741903454510e-01,-1.491439595337119284e-01,-1.824388376673317103e-01,-2.257661833775502225e-01,-2.823468545292372456e-01,-3.568480167760471611e-01,-4.545992573406749671e-01,-5.695853190736976934e-01,-6.427634856969515198e-01,-5.116703733023839629e-01
6.752349274096217449e-03,2.199139635489565092e-02,3.705070900128931699e-02,5.156597452998754050e-02,6.572385787021750581e-02,7.967508421625765780e-02,9.338624669595779748e-02,1.066710592683696723e-01,1.192584616025111482e-01,1.308542214283855976e-01,1.411886372445864679e-01,1.500490236648866493e-01,1.572991029052045464e-01,1.628812892542782220e-01,1.668093801883745453e-01,1.691544154001687894e-01,1.700280736890242284e-01,1.695668690570307224e-01,1.679190509262556974e-01,1.652349034175112918e-01,1.616602826967690199e-01,1.573327736072360206e-01,1.523797143456263048e-01,1.469174104978382689e-01,1.410510246062112727e-01,1.348748051163176365e-01,1.284724659923850432e-01,1.219176307238568485e-01,1.152743143085782213e-01,1.085974442965469966e-01,1.019334288138220718e-01,9.532077557511020593e-02,8.879075822364522474e-02,8.236811905832652769e-02,7.607179226403069927e-02,6.991562963120892538e-02,6.390911109263441858e-02,5.805802451978581830e-02,5.236510234874945657e-02,4.683060608240788292e-02,4.145285303833481927e-02,3.622868253417951823e-02,3.115386084653748444e-02,2.622342592561791377e-02,2.143197221499540395e-02,1.677386257147404219e-02,1.224342995353733254e-02,7.835586291751232835e-03,3.543326809158136616e-03,-6.572870159167669250e-04,-4.774288419364275740e-03,-8.806422833360369809e-03,-1.276072976376373298e-02,-1.664681695202367348e-02,-2.047700489519170552e-02,-2.426726060453547260e-02,-2.803857749114187919e-02,-3.181890308859973426e-02,-3.564570898561417872e-02,-3.956934941693277669e-02,-4.365743535474632397e-02,-4.800054423314165097e-02,-5.271970272958199921e-02,-5.797623823075877258e-02,-6.398481003197507844e-02,-7.103071509392983041e-02,-7.949290767469749386e-02,-8.987451638223406536e-02,-1.028428051357963835e-01,-1.192801307836682118e-01,-1.403460211751682007e-01,-1.675484202646086718e-01,-2.028251828591657868e-01,-2.486678441681813290e-01,-3.083932599241400174e-01,-3.864308852240913028e-01,-4.861174421664636314e-01,-5.955780689317317078e-01,-6.488622216444037694e-01,-4.968968184703796975e-01
4.806008455885435807e-03,1.787344698645082150e-02,3.260321605103445874e-02,4.818684455969880764e-02,6.429705050800423038e-02,8.069061528474200107e-02,9.705844591309364944e-02,1.130150867667669840e-01,1.281386286691737486e-01,1.420236847351657172e-01,1.543263345115998553e-01,1.647960263258424485e-01,1.732885600647758872e-01,1.797625377979685246e-01,1.842638244884127197e-01,1.869036915820973810e-01,1.878360357219731602e-01,1.872374292340815982e-01,1.852918214628257176e-01,1.821801349213676424e-01,1.780740339974897779e-01,1.731327534183528249e-01,1.675018885296514770e-01,1.613132760667770893e-01,1.546853800922650679e-01,1.477238517158832587e-01,1.405221150000669494e-01,1.331619422503788897e-01,1.257140344730452997e-01,1.182386369025656137e-01,1.107862128505317512e-01,1.033981845614221629e-01,9.610773512469208968e-02,8.894065461320946331e-02,8.191620761776061133e-02,7.504799780256644903e-02,6.834480690234139011e-02,6.181138945225426312e-02,5.544920936635414077e-02,4.925710940136956290e-02,4.323190898664824866e-02,3.736892954218046931e-02,3.166244927528127917e-02,2.610609155600740472e-02,2.069314572216323506e-02,1.541681673313788706e-02,1.027072513024771504e-02,5.249733149250734518e-03,3.336270096347197485e-04,-4.494766936650537378e-03,-9.231498560133472031e-03,-1.388252390866944602e-02,-1.845571643016879343e-02,-2.296043063410653506e-02,-2.740823093906225374e-02,-3.181397475557278670e-02,-3.619727891179830293e-02,-4.058450045337787943e-02,-4.501137252907197461e-02,-4.952647372405648285e-02,-5.419577567758721015e-02,-5.910860606112851995e-02,-6.438549065916655822e-02,-7.018851605377882108e-02,-7.673510392730448215e-02,-8.431642676448643237e-02,-9.332211521571336099e-02,-1.042733185302675003e-01,-1.178662895112814746e-01,-1.350278594420116218e-01,-1.569817457803044380e-01,-1.853216005444386361e-01,-2.220913271760184271e-01,-2.699044121599174506e-01,-3.321499406432910639e-01,-4.128372220890308975e-01,-5.130332456388484452e-01,-6.152988927328394420e-01,-6.490629842329608268e-01,-4.803726306271294266e-01
